class,tweet
2,Cleared: Advisory: Other Weather: EB on Rt. 651E at MM2 in Richmond Co.:56PM
1,Roadwork on highway southbound between Exit - PA /Broad St and Exit: PA CARGO CITY / PHILADELPHIA INT''L AIRPORT { # 12A/12B }. Ther
2,"Cleared: Disabled vehicle in Hillsborough on highway west at Exit Thonotosassa Rd, center lane blocked. Last updated at ::26AM."
2,Cleared: bridge opening: NB on highway at James River Bridge (Rte ) in Newport News.:48PM
0,   I think it's the latter. He likes to listen to hi… 
0,These hipster spots were made for Instagram. Check them out:  
2,CLEARED: Special event on highway westbound between Exit 70C - Ft Duquesne Brg/North Shore and Exit 69C - PA North/Carson St.
0,"Real feelings from real kids. When every student eats breakfast, hungry kids don't feel singled out.
Read more:… "
2,"Cleared: Crash in Collier on highway south beyond Bonita Beach Rd, all lanes blocked. Content provided by Waze. Last updated at ::43PM."
0,COME ON CANADA! Use #EMABiggestFansJustinBieber to get to the top of the Biggest Fans category: 
2,"Cleared: Planned construction in Duval on Hart Bridge west at St Johns River, all lanes blocked. Content provided by Waze. Last updated..."
1,Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - highway and Exit - highway affecting the ramp
2,Traffic is a mad house on highway at the airport exit as lands in #CorpusChristi 
0, Sorry -- no app for Track a plow - but there is an app for 511ia! Thanks!
2,CLEARED: VEHICLE DISABLED IN ROADWAY at S TRYON ST &amp; E highway OUTER HY #CLT #CMPD_SteeleCreek
1,Roadwork on highway eastbound between Exit 72A - Forbes Ave/Oakland and Exit - Beechwood Blvd. There is a lane restriction.
1,On SR westbound just east of NE 195th St there is a collision blocking all lanes.
2,"Cleared: Crash in Broward on highway south at NW 6th Ct, left lanes blocked. Last updated at ::11PM."
0,"You have three days left to comment on the FCC's plan to kill net neutrality
Read more: "
2,Cleared : PM : On the highway southbound on-ramp from S 272nd St there is a disabled vehicle partially blocking the ramp.
1,"Alert: take caution, lanes closed on mile bend, if your heading to the Glades. #irma #TrafficAlert "
0,I'm in the running to win The Summer Heat Survival Giveaway thanks to #PrepperGiveaway 
1,"Vehicle Accident on Eastbound highway EB at I .

 of eastbound lanes are closed.

Be prepared to stop, use caution when traveling thro..."
2,"CLEARED: Collision; highway EB, at Exit187.| :24P"
1,"n/b Q trains are running with delays, due to a train with mechanical problems at Avenue M. Allow additional travel time."
0,"My new novel, When the Fog Cleared, is **FREE** today on Amazon Kindle! :) #christian... "
1,Updated: Incident on #GardenStateParkway SB at South of Exit - CR /Waretown Rd 
0,Be cautious about quoting the of signers of online petitions. (/)
1,Incident on #GardenStateParkway NB from Garden State Parkway - Cheesequake Service Area to South of Exit -...
2,highway/WY : Crash near Sweetwater Station Jct at milepost has been cleared. Delays easing. #wyoroad
2,Southbound traffic backing up as time of eclipse approaches 
1,ROCK SLIDE highway - FULL BLOCKAGE on highway - US HIGHWAY . MM  MILES EAST OF WEST GLACIER at milepost ... 
2,"Cleared: Planned construction in Okaloosa on highway east at Exit CR-, right lane blocked. Last updated at ::31AM."
0,Justin Bieber showing up at our prom? I think we know who had the best prom this year 🎉🎉🎊 #cchsprom 
0,Are you a geologist analyzing multiple basins or geographic areas of interest? Check out Geofacets For Individuals–… 
2,"CLEAR - Stalled vehicle removed NB north of Teston, but construction on the shoulder is causing a delay."
0,". is following in his father's footsteps as head coach.

Only this Brey will be coaching football.

→… "
2,highway over Red Mountain Pass is now open. Avalanche control work continues with minor delays possible at times.
0," We're glad you like them! If you decide to send some out, let us know what the reaction is. Enjoy your day. ^TA"
1,Updated: Incident on #LLine Both directions at New Lots Avenue Station 
0,The show you love to hate is on right now!  &gt;&gt;&gt; The #breakfastclub tune in or stream live 
2,Cleared: Closed: Other Weather: EB on Rt. 673E (Lawyers Rd) in Fairfax Co.:24PM
0, Hey Abhishek. Please visit our Help Center to learn more about issues with login: Thank you! -CB
0,#Maryland homeowners could save $/mo avg w/a HARP refinance. #HARPNow! 
2,"Cleared: Crash in Broward on Express north at Sheridan St, all lanes blocked. Last updated at ::54PM."
2,Cleared: Advisory: Standing Water: NB on Rt. 630N in Prince George Co.:14AM
1,"Updated: Crash in Jackson on highway west at Exit , right lane blocked. Last updated at ::19PM. "
1,Disabled Vehicle: EB on highway at MM12 in Norfolk. No lanes closed. Potential Delays.:58PM
0,"Disinterest morphs into curiosity and, eventually, transforms ... More for Aries "
2, F trains are running via A line from St to Jay St in both directions due to planned service changes. ^GES
1,Turnpike Traffic Alert on Pennsylvania Turnpike highway eastbound between Exit - Warrendale and Exit - Warrendale affecting the left lane
1,Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - highway/To PA and Exit - highway affecting the shoulder ri
2,"Cleared: Crash in Suwannee on highway west at Exit highway, off-ramp closed. Last updated at ::25PM."
2, highway between Correctionville and Early has been been reopened since Dec . For more info please visit 
0,Sir Patrick Stewart RAGES over UK dog laws after being banned from bringing pit bull home 
0,"Vote for Lexi Sindel as ""Top Dominatrix"" on the bottom right of the page "
0," Yikes, Freddie! let us assist with fiber availability inquires. Check out here: can help! ^ToyaL"
1,"Watch out! Tonight at p.m. until : a. m. on highway, EB, exit “OFF” ramp to Lamar Ave. the outside lane of the ramp will be CLOSED. #wmc5"
0,"S/o to my guys &amp; RJ, &amp; on the collab. Welcome to the family… "
1,Construction on #NY104A Both directions at Old State Road; CR 
1,UPDATE: Property damage accident in the turn lane on EB Lloyd just west of Red Bank Rd. #tristateroads (sp)
2,CLEARED: ACCIDENT IN ROADWAY-PROPERTY DAMAGE at S TRYON ST #CLT #CMPD_Central
2,CLEARED: Turnpike Traffic Alert on eastbound between -Neshaminy Falls and -Delaware Valley affecting any of lanes
0,"The #Cowboys and #Steelers are expected to have interest in Joe Haden ""at the right price."""
2,Heathridge - slow traffic southbound Mitchell Freeway from Hodges Drive to Whitfords Avenue
0,Most recent summary of observed rainfall totals for #Harvey can be found here:  
1,Disabled bus on Garden State Parkway northbound North of Exit - Clinton Ave to North of Exit - Bay Ave mile delay
2,"The construction at the mile marker on the Causeway - Northbound is clear and traffic is flowing.  
 "
1,Incident on #LLine Manhattan bound at 8th Avenue Station 
0,Looking for a part-time or full-time #job? U-Haul is #hiring! #Apply today and become part of the #uhaul family.… 
1,highway NB: Exit ramp closed at Exit - North 25th Street (Council Bluffs). Detour in operation. 
2,Cleared: Construction on #NJ139Lower WB from New Jersey Turnpike/NJ Split to Tonnelle Avenue
2,Cleared: Incident on #2Line SB at Sterling Street Station
1,"Accident, highway South at Old Dixie (Mile Post .), right lanes blocked. #ClaytonCounty #511GA "
2,"Cleared: Crash in Duval on highway E south at Exit Monument Rd, left lane blocked. Content provided by Waze. Last updated at ::10PM."
1,"New Jersey Roadwork : NJ southbound ramp to southbound highway in Bellmawr. Exit ramp closed and detoured until : A.M., use caution."
2,CLEARED: Turnpike Traffic Alert on Pennsylvania Turnpike highway northbound between Exit - highway and -SR903 (E-ZPass Only) affecting the
1,Alert | WAUKESHA Co | Delays | highway EB | ELM GROVE RD | All Lanes Affected (One Direction) | 
2,Cleared: Incident on #NJ347 NB from CR /Mosslander Rd to NJ 
2,"Cleared: Unconfirmed crash in Orange on highway west at Exit Fairbanks Ave, right lanes blocked. Last updated at ::14PM."
1,"Next Phase of Construction: CR50/Kenwood TRL will be closed to Jaguar starting Sat, Aug . The new backage road, I… "
1, nb - vehicle disabled in construction zone
1,"TRAFFIC UPDATE: FERMOR Collision in blocking EB and WB median lanes. Keep left.
See: "
2,All lanes of 33eb at Frantz are open folloiwng the auto accident
0,Hard Road To Travel by Jimmy Cliff is now playing on 
0,"After the first stop in our #BackToOurRoots tour, first time we're on the road in the RV. Five states over six days… "
1,Construction on #WolfRoad Both directions from Albany Shaker Road; CR ; highway Exit northbound on-ramp to...
2,Cleared: Disabled Vehicle: SB on highway at MM119 in Montgomery Co.:58PM
1,highway: Intermittent lane closure at highway (near Bertram). 
1,"New: Vehicle on fire in Broward on Floridas Turnpike south beyond NW Ave, all lanes blocked. Last updated at..."
2,Accident on NW Terrace and Avenue has been cleared. Only Eastbound traffic slow. Thank you for your patience.… 
1,"#Greenway: SB @ Colonial, crash moved to the right shoulder. #Orlando #Traffic"
0,"S/O to the store on Flatbush Ave in West Hartford, CT. Countless issues &amp; they've been incredibly helpful. Great team at that store"
1,"New: Planned construction in Duval on highway E north before Gate Pkwy, left lane blocked. Last updated at..."
2,Disabled vehicle on Garden State Parkway southbound North of Exit - Clinton Ave all lanes open to traffic
2,Cleared: Construction on #2Line Both directions from 241st Street-Wakefield Station to Nereid Avenue-238th Street Station
1,Police activity on highway northbound at highway/Woolston Dr. There is a ramp closure.
2,"Cleared: Emergency vehicles in Monroe on highway south at MM Long Key and traffic backed up until MM Long Key, all lanes blocked...."
2,In the NW - ongoing work has SB Sarcee Trail really slow coming off both directions of 16th Avenue. #yyctraffic
0, Omg !!!! cant wait to hit the road too ! fly safe 😀😀😀
0, Atlanta USPS workers have been accused of taking bribes to deliver kilograms of cocaine. 
2,Cleared: Incident on #NewJerseyTurnpikeEasternSpur SB from South of Interchange 16E - NJ /Lincoln Tunnel to South of Interchange 15X -...
0,Watch LIVE as Pence participates in the swearing-in of the Secretary of Wilbur Ross:… 
2,"highway NB at Mile Rd
All Lanes Open; the exit remains closed.
Kent County

Randy Weits
//
:"
2,ALL CLEAR on southbound highway before the Mercer St exit.
0,Proud to be on  list of companies millennials want to work for: Join our team!… 
2,"Cleared: Disabled vehicle in Escambia on highway west ramp to Exit Davis Hwy, off-ramp right lane blocked. Last updated at ::14AM."
2,"Update: Traf congestion; highway WB: mi E of Exit199, no lns clsd, From: :47AM.| :14A"
0,"#FunFactFriday: For comparison, the average quartz watch gains or loses about second per month "
0, Love this photo! Thanks for taking some time to #stressless with us today. Enjoy your afternoon. ^TA
1,": AM, highway S, Vehicle Crash, Road Closed - The road is closed near Exit (East Williams Street)."
0, Can you please give more info via: We'd like to report this &amp; replace the bars for you! /
0,Hear how Baltimore-based small biz Quality Ethnic Foods is boosting its #exports with support from FAS. #USDAResults 
0,Congratulations to our Women in #STEM Committee UK for advancing to the #WIDAwards17 shortlist! 
2,Update: Residual Delays on Northbound CA- at Glenwood Dr in Los Gatos. All Lanes Open.
2,Cleared: Incident on #B44Bus from Nostrand Avenue : Empire Boulevard to Nostrand Avenue : Linden
0,"The Tips acquire D from Regina in exchange for a conditional ' selection in Draft. 

NEWS… "
2,UPDATE:  LEFT LANES NOW OPEN.
0,"Military solutions are now fully in place,locked and loaded,should North Korea act unwisely. Hopefully Kim Jong Un will find another path!"
1,Updated: Incident on #BLine Both directions at Bedford Park Boulevard Station 
2,Route : Expect intermittent delays today due to continuing paving work on 99th Street/LaLonde Drive. #VanWa
1,"Updated: Crash in Lake on Floridas Turnpike north before highway and traffic backed up until beyond SR50/Clermont,..."
0," The reason why it goes pink is the MnO4- has stopped reacting, no more Fe2+ so makes the… "
0,"👁️ it and believe it, tickets to #WITNESSTHETOUR in Toronto on / + / are on sale now! 🇨🇦 "
2,"Cleared: Special event in Miami-Dade on Floridas Turnpike south at Exit 2X NW St, off-ramp closed, right lane blocked. Last updated..."
1,"Road construction, roadway reduced to one lane in #UpperMacungieTwp on I WB between PA- and PA-, jammed back to highway #traffic"
0,🌴☀ SPRING BREAKERS 🌊 Do you know what to do if caught in a #RipCurrent? These tips could save your life!… 
